index,time,exposure_time,mcode,product_code,product_name,category,price,salesAMT,time_month,time_day,time_hour,time_min,day_of_the_week,day_of_year,quater,season,sales,FP,UFP,discomfort_index,p_div,pgr1,pgr2,pgr3,pgr1_ratio,pgr2_ratio,pgr3_ratio
22762,2019-08-02 21:00,60,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,furniture,598000,74168000,8,2,21,0,4,214,3,1,124.0267559,18.2,12.52,79.610736,3,10374000,20701000,43093000,0.139871643,0.279109589,0.581018768
22763,2019-08-02 21:00,60,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,furniture,648000,63571000,8,2,21,0,4,214,3,1,98.10339506,18.2,12.52,79.610736,3,9372000,20566000,33633000,0.147425713,0.323512293,0.529061994
22770,2019-08-02 22:00,60,100574,201735,일시불 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),electronics,1519000,64115000,8,2,22,0,4,214,3,1,42.20868993,17.04,12,79.610736,3,16015000,4041000,44059000,0.249785542,0.063027373,0.687187086
22771,2019-08-02 22:00,60,100574,201682,무이자 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),electronics,1669000,70665000,8,2,22,0,4,214,3,1,42.33972439,17.04,12,79.610736,3,4494000,22056000,44115000,0.06359584,0.312120569,0.624283592
22779,2019-08-03 0:00,60,100675,202019,3D매쉬  냉수마찰  물매트,necessaries,42900,18423000,8,2,24,0,4,215,3,1,429.4405594,16,11.08,79.610736,3,1888000,8642000,7893000,0.102480595,0.469087554,0.428431851
22782,2019-08-03 1:00,55.16666667,100018,200032,AAD 여성 소가죽 구름 샌들,goods,29000,35403000,8,2,25,0,4,215,3,1,1220.793103,15.16,10.08,79.610736,3,8489000,13845000,13069000,0.239781939,0.391068554,0.369149507
22783,2019-08-03 1:00,55.16666667,100018,200028,AAD 남성 소가죽 구름 샌들,goods,29000,12037000,8,2,25,0,4,215,3,1,415.0689655,15.16,10.08,79.610736,3,2574000,5006000,4457000,0.213840658,0.415884357,0.370274985
22788,2019-08-03 6:00,60,100196,200663,오델로 2019 여성용 여름모자 3종,goods,29900,26947000,8,3,6,0,5,215,3,1,901.2374582,18.8,11,80.33014,3,6515000,9006000,11426000,0.241770884,0.334211601,0.424017516
22791,2019-08-03 7:00,60,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,necessaries,122000,11410000,8,3,7,0,5,215,3,1,93.52459016,19.6,11.2,80.33014,2,3658000,7752000,0,0.320595968,0.679404032,0
22792,2019-08-03 7:00,60,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,necessaries,128000,11544000,8,3,7,0,5,215,3,1,90.1875,19.6,11.2,80.33014,2,4765000,6779000,0,0.412768538,0.587231462,0
22793,2019-08-03 7:00,60,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,necessaries,159000,54943000,8,3,7,0,5,215,3,1,345.5534591,19.6,11.2,80.33014,2,10226000,44717000,0,0.186120161,0.813879839,0
22794,2019-08-03 7:00,60,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,necessaries,167000,38068000,8,3,7,0,5,215,3,1,227.9520958,19.6,11.2,80.33014,2,11129000,26939000,0,0.292345277,0.707654723,0
22799,2019-08-03 8:00,60,100416,201320,코몽트 남성 프린트티셔츠8종,clothes,39900,196718000,8,3,8,0,5,215,3,1,4930.275689,17.2,10.52,80.33014,3,35997000,53259000,107462000,0.18298783,0.270737807,0.546274362
22802,2019-08-03 9:00,60,100049,202047,마리노블 밍크 퍼 베스트(역시즌),clothes,199000,119161000,8,3,9,0,5,215,3,1,598.798995,19.32,10.36,80.33014,3,18704000,43746000,56711000,0.156964107,0.367116758,0.475919135
22805,2019-08-03 10:00,60,100167,200579,"유귀열의 The 귀한 갓김치3kg+열무김치3kg, 총6kg",food,38900,163356000,8,3,10,0,5,215,3,1,4199.383033,20.68,11.56,80.33014,3,30846000,56198000,76312000,0.188826857,0.344021646,0.467151497
22808,2019-08-03 11:00,60,100189,200629,코치 리스틀릿,goods,138000,14278000,8,3,11,0,5,215,3,1,103.4637681,21.68,13.56,80.33014,3,4208000,8762000,1308000,0.294719148,0.613671383,0.091609469
22809,2019-08-03 11:00,60,100189,200631,코치 베네트 사첼백,goods,198000,33922000,8,3,11,0,5,215,3,1,171.3232323,21.68,13.56,80.33014,3,3059000,8269000,22594000,0.090177466,0.243765108,0.666057426
22810,2019-08-03 11:00,60,100189,200630,코치 미네타 크로스바디백,goods,238000,25864000,8,3,11,0,5,215,3,1,108.6722689,21.68,13.56,80.33014,3,5797000,20017000,50000,0.224133931,0.77393288,0.001933189
22811,2019-08-03 11:00,60,100189,200644,코치 엠마 사첼백,goods,238000,25125000,8,3,11,0,5,215,3,1,105.5672269,21.68,13.56,80.33014,3,774000,5844000,18507000,0.03080597,0.232597015,0.736597015
22812,2019-08-03 11:00,60,100189,200637,코치 시그니처 켈시 사첼백,goods,238000,28182000,8,3,11,0,5,215,3,1,118.4117647,21.68,13.56,80.33014,3,3670000,7244000,17268000,0.130224966,0.257043503,0.612731531
22823,2019-08-03 12:00,60,100731,202141,월드컵 여성 에어러닝화+아쿠아트레킹화,goods,34800,72633000,8,3,12,0,5,215,3,1,2087.155172,23.24,15.32,80.33014,3,11151000,26312000,35170000,0.153525257,0.362259579,0.484215164
22824,2019-08-03 12:00,60,100731,202132,월드컵 남성 에어러닝화+아쿠아트레킹화,goods,34800,85297000,8,3,12,0,5,215,3,1,2451.063218,23.24,15.32,80.33014,3,10220000,30651000,44426000,0.119816641,0.359344408,0.520838951
22829,2019-08-03 13:00,60,100440,201361,오가닉뷰티 쿨 번아웃 레이스 란쥬세트,underwear,69900,133777000,8,3,13,0,5,215,3,1,1913.834049,22.4,15.12,80.33014,3,29838000,47592000,56347000,0.223042825,0.355756221,0.421200954
22832,2019-08-03 14:00,60,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,kitchen,119000,100784000,8,3,14,0,5,215,3,1,846.9243697,20.6,14.96,80.33014,3,14355000,32137000,54292000,0.142433323,0.318870059,0.538696619
22833,2019-08-03 14:00,60,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,kitchen,129000,38549000,8,3,14,0,5,215,3,1,298.8294574,20.6,14.96,80.33014,3,6503000,11517000,20529000,0.168694389,0.298762614,0.532542997
22838,2019-08-03 15:00,60,100202,200685,임성근의 녹용도가니탕 풀세트,food,55900,109753000,8,3,15,0,5,215,3,1,1963.381038,23.16,16.52,80.33014,3,20131000,39259000,50363000,0.183420954,0.357703206,0.458875839
22841,2019-08-03 16:00,60,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),kitchen,168000,30289000,8,3,16,0,5,215,3,1,180.2916667,24.84,18.2,80.33014,3,6967000,6920000,16402000,0.230017498,0.22846578,0.541516722
22842,2019-08-03 16:00,60,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),kitchen,178000,26922000,8,3,16,0,5,215,3,1,151.247191,24.84,18.2,80.33014,3,4078000,8841000,14003000,0.15147463,0.328393136,0.520132234
22843,2019-08-03 16:00,60,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),kitchen,148000,12809000,8,3,16,0,5,215,3,1,86.5472973,24.84,18.2,80.33014,3,2803000,4472000,5534000,0.21883051,0.349129518,0.432039972
22844,2019-08-03 16:00,60,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),kitchen,158000,5463000,8,3,16,0,5,215,3,1,34.57594937,24.84,18.2,80.33014,3,50000,2973000,2440000,0.00915248,0.54420648,0.44664104
22853,2019-08-03 17:00,60,100253,200864,안동간고등어 20팩,food,30900,95464000,8,3,17,0,5,215,3,1,3089.449838,26.92,19.08,80.33014,3,24206000,32313000,38945000,0.253561552,0.338483617,0.407954831
22859,2019-08-03 19:20,60,100403,201287,디즈니 19 SS 반팔스웻티셔츠  6종,clothes,39000,74351000,8,3,19,20,5,215,3,1,1906.435897,21.44,15.32,80.33014,3,17490000,30201000,26660000,0.235235572,0.40619494,0.358569488
22862,2019-08-03 20:20,60,100099,200275,라쉬반 뉴트로 에어 에디션 드로즈 패키지,underwear,119000,86675000,8,3,20,20,5,215,3,1,728.3613445,21.32,14.28,80.33014,3,12258000,24812000,49605000,0.141424863,0.286264782,0.572310355
22863,2019-08-03 20:20,60,100099,200276,라쉬반 레알마드리드 에디션 드로즈 패키지,underwear,119000,41417000,8,3,20,20,5,215,3,1,348.0420168,21.32,14.28,80.33014,3,9386000,10388000,21643000,0.226621919,0.250814883,0.522563199
22868,2019-08-03 21:20,60,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,necessaries,122000,16399000,8,3,21,20,5,215,3,1,134.4180328,19.36,12.68,80.33014,2,4574000,11825000,0,0.278919446,0.721080554,0
22869,2019-08-03 21:20,60,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,necessaries,128000,9142000,8,3,21,20,5,215,3,1,71.421875,19.36,12.68,80.33014,2,4834000,4308000,0,0.528768322,0.471231678,0
22870,2019-08-03 21:20,60,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,necessaries,159000,82487000,8,3,21,20,5,215,3,1,518.7861635,19.36,12.68,80.33014,2,27249000,55238000,0,0.330342963,0.669657037,0
22871,2019-08-03 21:20,60,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,necessaries,167000,52592000,8,3,21,20,5,215,3,1,314.9221557,19.36,12.68,80.33014,2,19401000,33191000,0,0.36889641,0.63110359,0
22876,2019-08-03 22:20,60,100150,200533,일시불 LG 통돌이 세탁기,electronics,439000,97705000,8,3,22,20,5,215,3,1,222.5626424,20.36,13.76,80.33014,3,9652000,42639000,45414000,0.098787165,0.436405506,0.464807328
22877,2019-08-03 22:20,60,100150,200465,무이자 LG 통돌이 세탁기,electronics,489000,66362000,8,3,22,20,5,215,3,1,135.7096115,20.36,13.76,80.33014,3,7740000,21621000,37001000,0.116633013,0.325803924,0.557563063
22885,2019-08-04 0:20,60,100742,202180,도스문도스 카이만 엠보 소가죽 핸드백 1종(역시즌),goods,79000,87397000,8,3,24,20,5,216,3,1,1106.291139,20.36,13.8,80.33014,3,17174000,36629000,33594000,0.196505601,0.419110496,0.384383903
22888,2019-08-04 1:20,35.16666667,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,underwear,29900,37333000,8,3,25,20,5,216,3,1,1248.595318,19.32,12.76,80.33014,2,15062000,22271000,0,0.403450031,0.596549969,0
22890,2019-08-04 6:00,60,100460,201421,크리스티나앤코 썸머플리츠세트(8월),clothes,29000,59219000,8,4,6,0,6,216,3,1,2042.034483,21.08,11.8,79.634203,3,9741000,18859000,30619000,0.164491126,0.31846198,0.517046894
22893,2019-08-04 7:00,60,100766,202239,참존 탑뉴스 지이링클 기초세트,beauty,59000,115559000,8,4,7,0,6,216,3,1,1958.627119,21.88,12.64,79.634203,3,18499000,36738000,60322000,0.160082728,0.317915524,0.522001748
22896,2019-08-04 8:00,60,100809,202385,CERINI by PAT 남성 에어 카라티셔츠 4종,clothes,59900,132328000,8,4,8,0,6,216,3,1,2209.148581,21.2,12.36,79.634203,3,21209000,48439000,62680000,0.160275981,0.366052536,0.473671483
22899,2019-08-04 9:00,60,100255,200868,한일 대용량 스텐 분쇄믹서기,kitchen,109800,116832000,8,4,9,0,6,216,3,1,1064.043716,22.8,13.96,79.634203,3,24876000,48889000,43067000,0.212921118,0.41845556,0.368623322
22902,2019-08-04 10:00,60,100155,200556,일시불 LG전자 매직스페이스 냉장고,electronics,1359000,141482000,8,4,10,0,6,216,3,1,104.1074319,25.32,15.64,79.634203,3,14975000,48370000,78137000,0.105843853,0.341880946,0.552275201
22903,2019-08-04 10:00,60,100155,200489,무이자 LG전자 매직스페이스 냉장고,electronics,1499000,119309000,8,4,10,0,6,216,3,1,79.59239493,25.32,15.64,79.634203,3,8269000,28802000,82238000,0.069307429,0.241406767,0.689285804
22908,2019-08-04 11:00,60,100032,200047,생줄랑 14K 글로리아 목걸이 컬렉션 8종,goods,99000,116101000,8,4,11,0,6,216,3,1,1172.737374,27.92,17.8,79.634203,3,21791000,38288000,56022000,0.187690029,0.329781828,0.482528144
22911,2019-08-04 12:00,60,100573,201764,일시불 삼성 무풍클래식 홈멀티에어컨 AF17R7573WZR,electronics,2509000,150000,8,4,12,0,6,216,3,1,0.059784775,31.52,23.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22912,2019-08-04 12:00,60,100573,201712,무이자 삼성 무풍클래식 홈멀티에어컨 AF17R7573WZR,electronics,2649000,150000,8,4,12,0,6,216,3,1,0.056625142,31.52,23.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22913,2019-08-04 12:00,60,100573,201762,일시불 삼성 무풍클래식 스탠드에어컨 AF17R7573WZK,electronics,2109000,150000,8,4,12,0,6,216,3,1,0.071123755,31.52,23.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22914,2019-08-04 12:00,60,100573,201710,무이자 삼성 무풍클래식 스탠드에어컨 AF17R7573WZK,electronics,2249000,150000,8,4,12,0,6,216,3,1,0.066696309,31.52,23.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22915,2019-08-04 12:00,60,100573,201765,일시불 삼성 무풍클래식 홈멀티에어컨 AF19R7573WZR,electronics,2609000,150000,8,4,12,0,6,216,3,1,0.057493292,31.52,23.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22916,2019-08-04 12:00,60,100573,201713,무이자 삼성 무풍클래식 홈멀티에어컨 AF19R7573WZR,electronics,2749000,23132000,8,4,12,0,6,216,3,1,8.414696253,31.52,23.6,79.634203,3,50000,5780000,17302000,0.002161508,0.24987031,0.747968183
22917,2019-08-04 12:00,60,100573,201763,일시불 삼성 무풍클래식 스탠드에어컨 AF19R7573WZK,electronics,2209000,4750000,8,4,12,0,6,216,3,1,2.150294251,31.52,23.6,79.634203,3,50000,50000,4650000,0.010526316,0.010526316,0.978947368
22918,2019-08-04 12:00,60,100573,201711,무이자 삼성 무풍클래식 스탠드에어컨AF19R7573WZK,electronics,2349000,5064000,8,4,12,0,6,216,3,1,2.155810983,31.52,23.6,79.634203,3,50000,50000,4964000,0.009873618,0.009873618,0.980252765
22935,2019-08-04 13:00,60,100322,201481,국내산 손질갑오징어 9팩,food,49900,177621000,8,4,13,0,6,216,3,1,3559.539078,35.88,26.76,79.634203,3,33952000,65520000,78149000,0.191148569,0.368875302,0.439976129
22938,2019-08-04 14:00,60,100618,201917,헤드 파이로라이트 드로즈 10종 패키지(7월),underwear,59000,156470000,8,4,14,0,6,216,3,1,2652.033898,37.4,30.24,79.634203,3,29924000,53073000,73473000,0.191244328,0.339189621,0.469566051
22939,2019-08-04 14:00,60,100618,201920,헤드 파이로라이트 트렁크 8종 패키지(7월),underwear,59000,25235000,8,4,14,0,6,216,3,1,427.7118644,37.4,30.24,79.634203,3,7817000,10626000,6792000,0.309768179,0.421081831,0.26914999
22944,2019-08-04 15:00,60,100416,201315,코몽트 남성 메쉬티셔츠 7종,clothes,39900,172269000,8,4,15,0,6,216,3,1,4317.518797,41.92,31.28,79.634203,3,38446000,59615000,74208000,0.223174222,0.346057619,0.430768159
22947,2019-08-04 16:00,60,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),kitchen,218000,96480000,8,4,16,0,6,216,3,1,442.5688073,44.24,32.24,79.634203,3,13468000,31064000,51948000,0.139593698,0.321973466,0.538432836
22948,2019-08-04 16:00,60,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),kitchen,208000,63339000,8,4,16,0,6,216,3,1,304.5144231,44.24,32.24,79.634203,3,8846000,18437000,36056000,0.139661188,0.291084482,0.56925433
22949,2019-08-04 16:00,60,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),kitchen,208000,14551000,8,4,16,0,6,216,3,1,69.95673077,44.24,32.24,79.634203,3,3248000,3256000,8047000,0.223214899,0.22376469,0.553020411
22950,2019-08-04 16:00,60,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),kitchen,198000,21458000,8,4,16,0,6,216,3,1,108.3737374,44.24,32.24,79.634203,3,5382000,4622000,11454000,0.250815547,0.215397521,0.533786933
22959,2019-08-04 17:00,60,100010,200014,AAB의 소곱창전골 800g x 8팩,food,55900,139900000,8,4,17,0,6,216,3,1,2502.683363,43,31.24,79.634203,3,35359000,47620000,56921000,0.252744818,0.34038599,0.406869192
22962,2019-08-04 18:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,food,59900,47552000,8,4,18,0,6,216,3,1,793.8564274,39.6,30.8,79.634203,1,47552000,0,0,1,0,0
22966,2019-08-04 19:20,60,100169,200583,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,food,54900,86181000,8,4,19,20,6,216,3,1,1569.781421,23.76,20.92,79.634203,3,16192000,37769000,32220000,0.18788364,0.438252051,0.373864309
22969,2019-08-04 20:20,60,100149,200539,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,electronics,2209000,11287000,8,4,20,20,6,216,3,1,5.109551833,17.88,16.4,79.634203,3,50000,11187000,50000,0.004429875,0.99114025,0.004429875
22970,2019-08-04 20:20,60,100149,200471,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,electronics,2299000,87246000,8,4,20,20,6,216,3,1,37.94954328,17.88,16.4,79.634203,3,11693000,29082000,46471000,0.134023336,0.333333333,0.53264333
22971,2019-08-04 20:20,60,100149,200542,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,electronics,1899000,33658000,8,4,20,20,6,216,3,1,17.7240653,17.88,16.4,79.634203,3,4833000,9642000,19183000,0.14359142,0.286469784,0.569938796
22972,2019-08-04 20:20,60,100149,200474,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,electronics,1989000,25232000,8,4,20,20,6,216,3,1,12.68577174,17.88,16.4,79.634203,3,5061000,10073000,10098000,0.20057863,0.399215282,0.400206088
22981,2019-08-04 21:20,60,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,electronics,1200000,22491000,8,4,21,20,6,216,3,1,18.7425,24.64,18.6,79.634203,3,50000,5624000,16817000,0.002223111,0.250055578,0.747721311
22982,2019-08-04 21:20,60,100148,200436,무이자 LG 울트라HD TV 55UK6800HNC,electronics,1330000,34224000,8,4,21,20,6,216,3,1,25.73233083,24.64,18.6,79.634203,3,9324000,9347000,15553000,0.272440393,0.273112436,0.454447172
22983,2019-08-04 21:20,60,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,electronics,1690000,43497000,8,4,21,20,6,216,3,1,25.73786982,24.64,18.6,79.634203,3,4008000,19768000,19721000,0.092144286,0.454468124,0.45338759
22984,2019-08-04 21:20,60,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,electronics,1920000,76329000,8,4,21,20,6,216,3,1,39.7546875,24.64,18.6,79.634203,3,13469000,26957000,35903000,0.176459799,0.35316852,0.47037168
22985,2019-08-04 21:20,60,100148,200521,일시불 LG 울트라HD TV 70UK7400KNA,electronics,2400000,150000,8,4,21,20,6,216,3,1,0.0625,24.64,18.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22986,2019-08-04 21:20,60,100148,200454,무이자 LG 울트라HD TV 70UK7400KNA,electronics,2690000,150000,8,4,21,20,6,216,3,1,0.055762082,24.64,18.6,79.634203,3,50000,50000,50000,0.333333333,0.333333333,0.333333333
22987,2019-08-04 21:20,60,100148,200526,일시불 LG 울트라HD TV 75UK7400KNA,electronics,2900000,27245000,8,4,21,20,6,216,3,1,9.394827586,24.64,18.6,79.634203,3,50000,13609000,13586000,0.001835199,0.499504496,0.498660305
22988,2019-08-04 21:20,60,100148,200458,무이자 LG 울트라HD TV 75UK7400KNA,electronics,3190000,22514000,8,4,21,20,6,216,3,1,7.057680251,24.64,18.6,79.634203,3,50000,14944000,7520000,0.00222084,0.663764769,0.334014391
23005,2019-08-04 22:20,60,100155,200556,일시불 LG전자 매직스페이스 냉장고,electronics,1359000,167209000,8,4,22,20,6,216,3,1,123.0382634,27.44,21.96,79.634203,3,22314000,37156000,107739000,0.133449754,0.222212919,0.644337326
23006,2019-08-04 22:20,60,100155,200489,무이자 LG전자 매직스페이스 냉장고,electronics,1499000,151910000,8,4,22,20,6,216,3,1,101.3408939,27.44,21.96,79.634203,3,24652000,41034000,86224000,0.162280298,0.270120466,0.567599236
23011,2019-08-04 23:20,60,100203,200703,(일)[보루네오] 피올레 천연소가죽 소파 3인용,furniture,699000,17838000,8,4,23,20,6,216,3,1,25.5193133,32.52,24.6,79.634203,3,3590000,7124000,7124000,0.201255746,0.399372127,0.399372127
23012,2019-08-04 23:20,60,100203,200686,(무)[보루네오] 피올레 천연소가죽 소파 3인용,furniture,749000,2045000,8,4,23,20,6,216,3,1,2.730307076,32.52,24.6,79.634203,3,1945000,50000,50000,0.951100244,0.024449878,0.024449878
23013,2019-08-04 23:20,60,100203,200707,(일)[보루네오] 피올레 천연소가죽 소파 4인용,furniture,899000,29729000,8,4,23,20,6,216,3,1,33.06896552,32.52,24.6,79.634203,3,50000,13702000,15977000,0.001681859,0.460896767,0.537421373
23014,2019-08-04 23:20,60,100203,200690,(무)[보루네오] 피올레 천연소가죽 소파 4인용,furniture,949000,53005000,8,4,23,20,6,216,3,1,55.85353003,32.52,24.6,79.634203,3,2455000,19274000,31276000,0.046316385,0.363626073,0.590057542
23015,2019-08-04 23:20,60,100203,200711,(일)[보루네오] 피올레 천연소가죽 소파 6인용,furniture,1199000,3185000,8,4,23,20,6,216,3,1,2.656380317,32.52,24.6,79.634203,3,50000,50000,3085000,0.015698587,0.015698587,0.968602826
23016,2019-08-04 23:20,60,100203,200694,(무)[보루네오] 피올레 천연소가죽 소파 6인용,furniture,1249000,9639000,8,4,23,20,6,216,3,1,7.717373899,32.52,24.6,79.634203,3,50000,3212000,6377000,0.00518726,0.333229588,0.661583152
23029,2019-08-05 0:20,60,100293,200947,[일시불] 가이거 무빙스타 다이아몬드 워치+보석함,goods,99000,51366000,8,4,24,20,6,217,3,1,518.8484848,32.68,25.84,79.634203,3,6826000,16762000,27778000,0.13288946,0.326324806,0.540785734
23030,2019-08-05 0:20,60,100293,200946,[무이자] 가이거 무빙스타 다이아몬드 워치+보석함,goods,119000,7740000,8,4,24,20,6,217,3,1,65.04201681,32.68,25.84,79.634203,3,689000,3214000,3837000,0.089018088,0.415245478,0.495736434
23035,2019-08-05 1:20,35.16666667,100777,202274,뷰티플렉스 풍기인견 원피스 2종(8월),underwear,29900,28230000,8,4,25,20,6,217,3,1,944.1471572,37.96,26.56,79.634203,2,11543000,16687000,0,0.40889125,0.59110875,0
23037,2019-08-05 6:00,60,100627,201932,1세트 믹서를 품은 텀블러,kitchen,49900,26178000,8,5,6,0,0,217,3,1,524.6092184,43.04,30,81.416225,3,10291000,7675000,8212000,0.393116357,0.293185117,0.313698525
23038,2019-08-05 6:00,60,100627,201933,2세트 믹서를 품은 텀블러,kitchen,89900,21912000,8,5,6,0,0,217,3,1,243.7374861,43.04,30,81.416225,3,8989000,6633000,6290000,0.410231836,0.302710843,0.28705732
23043,2019-08-05 7:00,60,100279,200906,실크플러스 by 투홀릭 풍기인견 트렁크 패키지,underwear,49900,43002000,8,5,7,0,0,217,3,1,861.7635271,40.56,28.88,81.416225,3,8536000,16153000,18313000,0.198502395,0.375633691,0.425863913
23044,2019-08-05 7:00,60,100279,200905,실크플러스 by 투홀릭 풍기인견 드로즈 패키지,underwear,49900,29474000,8,5,7,0,0,217,3,1,590.6613226,40.56,28.88,81.416225,3,7164000,9815000,12495000,0.243061681,0.333005361,0.423932958
23049,2019-08-05 8:00,60,100319,202263,엘렌실라 에스까르고에센스 커버쿠션,beauty,39900,52688000,8,5,8,0,0,217,3,1,1320.501253,41.32,29.12,81.416225,3,9599000,18437000,24652000,0.182185697,0.349927877,0.467886426
23052,2019-08-05 9:00,60,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,kitchen,59800,97273000,8,5,9,0,0,217,3,1,1626.638796,39.96,29.4,81.416225,3,21336000,32065000,43872000,0.219341441,0.329639263,0.451019296
23055,2019-08-05 10:00,60,100352,201124,마르엘라로사티 나파 휘메일 풀스킨 밍크하프코트 1종,clothes,1690000,91917000,8,5,10,0,0,217,3,1,54.3887574,37,27.88,81.416225,2,38165000,53752000,0,0.41521155,0.58478845,0
23057,2019-08-05 11:00,60,100777,202274,뷰티플렉스 풍기인견 원피스 2종(8월),underwear,29900,166852000,8,5,11,0,0,217,3,1,5580.334448,35.04,26.56,81.416225,3,41053000,61177000,64622000,0.246044399,0.36665428,0.387301321
23060,2019-08-05 12:00,60,100531,201607,일시불 휴롬퀵스퀴저,kitchen,74000,49103000,8,5,12,0,0,217,3,1,663.5540541,34.2,26.48,81.416225,3,12912000,16966000,19225000,0.262957457,0.345518604,0.391523939
23061,2019-08-05 12:00,60,100531,201605,무이자 휴롬 퀵스퀴저,kitchen,80000,11411000,8,5,12,0,0,217,3,1,142.6375,34.2,26.48,81.416225,3,2524000,5528000,3359000,0.22119008,0.484444834,0.294365086
23067,2019-08-05 14:00,60,100455,201402,NNF 쉬폰 썸머 앙상블세트,clothes,29000,84500000,8,5,14,0,0,217,3,1,2913.793103,28.56,26.12,81.416225,3,16865000,35910000,31725000,0.199585799,0.424970414,0.375443787
23070,2019-08-05 15:00,60,100731,202141,월드컵 여성 에어러닝화+아쿠아트레킹화,goods,34800,53128000,8,5,15,0,0,217,3,1,1526.666667,26.92,23.8,81.416225,3,9470000,16091000,27567000,0.178248758,0.302872308,0.518878934
23071,2019-08-05 15:00,60,100731,202132,월드컵 남성 에어러닝화+아쿠아트레킹화,goods,34800,62510000,8,5,15,0,0,217,3,1,1796.264368,26.92,23.8,81.416225,3,9730000,22249000,30531000,0.155655095,0.355927052,0.488417853
23076,2019-08-05 16:00,60,100832,202444,청정수산 완도활전복 35미,food,59900,112658000,8,5,16,0,0,217,3,1,1880.767947,30.32,26.88,81.416225,3,26936000,34853000,50869000,0.239095315,0.309369952,0.451534733
23079,2019-08-05 17:00,60,100202,200685,임성근의 녹용도가니탕 풀세트,food,55900,146515000,8,5,17,0,0,217,3,1,2621.019678,33.72,28.12,81.416225,3,32934000,52048000,61533000,0.224782445,0.355240078,0.419977477
23082,2019-08-05 18:00,60,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),food,30900,125633000,8,5,18,0,0,217,3,1,4065.79288,36.56,27.04,81.416225,3,31166000,46464000,48003000,0.248071765,0.369839135,0.382089101
23083,2019-08-05 18:00,60,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),food,30900,17033000,8,5,18,0,0,217,3,1,551.2297735,36.56,27.04,81.416225,3,4429000,6491000,6113000,0.260024658,0.381083779,0.358891563
23088,2019-08-05 19:00,60,100618,201917,헤드 파이로라이트 드로즈 10종 패키지(7월),underwear,59000,103759000,8,5,19,0,0,217,3,1,1758.627119,35.36,29.24,81.416225,3,17518000,29550000,56691000,0.168833547,0.284794572,0.546371881
23089,2019-08-05 19:00,60,100618,201920,헤드 파이로라이트 트렁크 8종 패키지(7월),underwear,59000,30761000,8,5,19,0,0,217,3,1,521.3728814,35.36,29.24,81.416225,3,7385000,9050000,14326000,0.240076721,0.294203699,0.46571958
23094,2019-08-05 20:00,60,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,necessaries,122000,24984000,8,5,20,0,0,217,3,1,204.7868852,36.12,28.72,81.416225,2,9117000,15867000,0,0.364913545,0.635086455,0
